estacion,fecha,umbral,conteo
5,04-09-2020,NARANJA,2
77,24-11-2019,NARANJA,2
7,31-03-2022,NARANJA,2
45,04-11-2021,AMARILLO,2
9,28-12-2021,ROJO,2
77,25-10-2019,NARANJA,2
39,27-03-2022,AMARILLO,2
5,21-02-2021,NARANJA,2
10,01-03-2022,NARANJA,2
39,25-09-2021,ROJO,2
49,02-06-2022,ROJO,2
45,01-04-2020,NARANJA,2
39,25-03-2022,AMARILLO,2
7,12-06-2020,NARANJA,2
78,24-09-2021,AMARILLO,2
2,25-06-2022,NARANJA,2
45,19-10-2021,ROJO,2
38,12-05-2022,NARANJA,2
14,29-03-2022,AMARILLO,2
71,14-03-2020,NARANJA,2
2,06-11-2021,AMARILLO,2
2,06-10-2021,ROJO,2
2,06-10-2021,NARANJA,2
38,11-06-2021,ROJO,2
80,23-05-2022,AMARILLO,2
14,31-05-2022,ROJO,2
2,03-04-2020,ROJO,2
51,13-06-2022,NARANJA,2
2,03-04-2020,NARANJA,2
76,17-07-2022,ROJO,2
2,01-12-2021,AMARILLO,2
80,23-05-2022,ROJO,2
15,01-10-2020,NARANJA,2
15,02-03-2022,AMARILLO,2
38,08-10-2021,NARANJA,2
38,08-10-2021,AMARILLO,2
15,04-12-2021,AMARILLO,2
2,06-11-2021,NARANJA,2
7,03-04-2022,ROJO,2
45,16-08-2020,ROJO,2
14,10-02-2022,NARANJA,2
2,09-12-2019,AMARILLO,2
14,01-10-2021,AMARILLO,2
2,08-09-2020,NARANJA,2
71,21-02-2021,AMARILLO,2
7,03-06-2020,NARANJA,2
50,27-05-2022,AMARILLO,2
14,05-09-2021,NARANJA,2
11,03-01-2022,AMARILLO,2
2,08-02-2021,ROJO,2
45,18-06-2022,AMARILLO,2
14,21-09-2021,ROJO,2
46,01-12-2020,ROJO,2
14,10-10-2021,ROJO,2
51,09-06-2022,NARANJA,2
2,07-11-2019,NARANJA,2
71,16-02-2021,NARANJA,2
45,19-07-2021,NARANJA,2
38,15-06-2021,NARANJA,2
2,07-07-2020,NARANJA,2
7,03-05-2020,NARANJA,2
1,04-04-2022,AMARILLO,2
47,05-03-2022,AMARILLO,2
15,05-08-2022,ROJO,2
76,05-10-2021,AMARILLO,2
76,07-10-2021,NARANJA,2
38,03-06-2021,NARANJA,2
76,01-11-2021,NARANJA,2
52,07-06-2022,NARANJA,2
70,26-02-2022,NARANJA,2
16,05-04-2022,NARANJA,2
16,05-07-2022,NARANJA,2
38,02-01-2021,NARANJA,2
76,07-07-2022,ROJO,2
6,18-06-2022,NARANJA,2
80,24-12-2019,NARANJA,2
38,01-11-2021,NARANJA,2
1,13-06-2022,ROJO,2
70,25-09-2021,NARANJA,2
81,18-05-2022,ROJO,2
6,23-06-2020,ROJO,2
52,11-07-2022,NARANJA,2
6,19-07-2021,NARANJA,2
6,21-10-2020,NARANJA,2
37,30-11-2020,NARANJA,2
42,09-05-2022,AMARILLO,2
42,19-06-2022,AMARILLO,2
47,11-07-2020,ROJO,2
15,30-10-2021,NARANJA,2
38,08-05-2021,NARANJA,2
51,15-05-2022,NARANJA,2
6,14-10-2020,NARANJA,2
45,30-08-2020,NARANJA,2
76,16-10-2021,NARANJA,2
51,17-06-2022,NARANJA,2
51,19-06-2022,NARANJA,2
75,26-02-2022,ROJO,2
51,23-05-2022,NARANJA,2
76,15-06-2022,AMARILLO,2
47,05-12-2020,ROJO,2
45,30-05-2020,AMARILLO,2
71,01-09-2021,ROJO,2
38,06-03-2021,ROJO,2
75,27-04-2020,NARANJA,2
38,06-02-2022,NARANJA,2
1,17-07-2022,ROJO,2
51,29-06-2022,NARANJA,2
15,30-10-2021,AMARILLO,2
71,21-02-2021,NARANJA,2
6,10-07-2020,NARANJA,2
2,10-09-2020,NARANJA,2
46,05-02-2022,NARANJA,2
46,05-02-2022,ROJO,2
11,17-08-2021,NARANJA,2
11,18-01-2020,NARANJA,2
2,23-04-2020,NARANJA,2
38,24-02-2020,NARANJA,2
38,23-12-2021,NARANJA,2
45,14-06-2020,NARANJA,2
72,03-06-2021,NARANJA,2
13,09-05-2022,NARANJA,2
7,07-06-2022,ROJO,2
80,02-04-2020,AMARILLO,2
50,02-06-2022,NARANJA,2
2,20-08-2021,NARANJA,2
50,07-06-2022,AMARILLO,2
71,30-04-2021,AMARILLO,2
11,25-03-2022,AMARILLO,2
11,27-11-2021,AMARILLO,2
80,02-04-2020,NARANJA,2
38,25-09-2021,AMARILLO,2
72,07-09-2021,NARANJA,2
71,28-03-2020,ROJO,2
47,01-09-2021,AMARILLO,2
47,17-05-2022,AMARILLO,2
78,25-09-2021,NARANJA,2
2,25-06-2020,AMARILLO,2
2,25-03-2022,AMARILLO,2
7,10-06-2022,AMARILLO,2
11,04-06-2022,NARANJA,2
49,29-12-2020,NARANJA,2
11,04-09-2020,NARANJA,2
2,23-11-2019,NARANJA,2
38,25-09-2021,NARANJA,2
11,09-11-2021,AMARILLO,2
45,13-10-2020,NARANJA,2
38,25-11-2019,NARANJA,2
2,23-08-2020,NARANJA,2
11,10-06-2022,NARANJA,2
11,10-08-2021,AMARILLO,2
11,10-08-2021,NARANJA,2
78,26-10-2019,NARANJA,2
2,19-05-2022,AMARILLO,2
72,03-01-2022,NARANJA,2
77,13-02-2021,NARANJA,2
2,17-11-2020,NARANJA,2
7,04-04-2022,NARANJA,2
80,10-03-2021,NARANJA,2
38,18-11-2020,AMARILLO,2
2,15-05-2022,AMARILLO,2
71,25-06-2021,ROJO,2
2,17-02-2022,NARANJA,2
2,16-08-2020,NARANJA,2
47,13-11-2020,ROJO,2
46,02-11-2021,AMARILLO,2
80,07-05-2022,NARANJA,2
2,16-04-2020,NARANJA,2
2,15-10-2019,AMARILLO,2
50,19-06-2022,NARANJA,2
80,08-08-2021,NARANJA,2
71,24-02-2020,NARANJA,2
11,31-12-2021,NARANJA,2
45,16-05-2022,NARANJA,2
50,11-06-2022,AMARILLO,2
71,23-06-2021,AMARILLO,2
47,03-04-2020,ROJO,2
71,23-06-2021,NARANJA,2
2,18-02-2022,NARANJA,2
38,22-11-2021,AMARILLO,2
2,19-03-2022,AMARILLO,2
41,21-08-2020,ROJO,2
11,31-03-2022,NARANJA,2
2,19-03-2022,ROJO,2
50,09-06-2022,AMARILLO,2
11,30-07-2020,NARANJA,2
46,30-11-2020,AMARILLO,1
57,25-05-2022,AMARILLO,1
47,06-08-2022,AMARILLO,1
58,03-04-2020,AMARILLO,1
47,01-11-2021,AMARILLO,1
57,29-07-2021,AMARILLO,1
58,01-02-2020,AMARILLO,1
47,03-07-2020,AMARILLO,1
46,30-10-2021,AMARILLO,1
57,30-10-2020,AMARILLO,1
57,30-09-2021,AMARILLO,1
47,08-05-2020,AMARILLO,1
58,02-10-2021,AMARILLO,1
47,06-10-2020,AMARILLO,1
46,29-10-2021,AMARILLO,1
57,29-10-2020,NARANJA,1
58,01-10-2021,AMARILLO,1
57,31-03-2022,AMARILLO,1
47,06-07-2020,NARANJA,1
46,28-10-2021,AMARILLO,1
57,28-06-2020,AMARILLO,1
57,31-05-2022,AMARILLO,1
47,05-12-2020,AMARILLO,1
47,04-07-2020,AMARILLO,1
46,30-12-2021,AMARILLO,1
47,02-06-2022,AMARILLO,1
58,02-01-2022,AMARILLO,1
58,02-04-2020,AMARILLO,1
47,01-03-2021,NARANJA,1
46,28-06-2021,AMARILLO,1
47,05-12-2020,NARANJA,1
57,31-12-2021,NARANJA,1
57,29-07-2021,NARANJA,1
57,31-05-2020,AMARILLO,1
47,03-04-2020,NARANJA,1
57,27-11-2021,NARANJA,1
47,01-06-2020,AMARILLO,1
57,27-09-2020,AMARILLO,1
57,29-10-2020,AMARILLO,1
47,03-04-2020,AMARILLO,1
46,26-08-2020,AMARILLO,1
47,06-07-2020,AMARILLO,1
58,02-04-2020,NARANJA,1
46,11-11-2021,AMARILLO,1
58,03-04-2020,NARANJA,1
46,08-03-2021,AMARILLO,1
58,26-06-2020,NARANJA,1
58,26-06-2020,AMARILLO,1
46,01-04-2022,AMARILLO,1
58,25-11-2019,NARANJA,1
46,01-11-2021,AMARILLO,1
58,25-10-2019,AMARILLO,1
58,25-01-2021,AMARILLO,1
58,24-08-2020,NARANJA,1
46,02-01-2022,AMARILLO,1
46,02-01-2022,NARANJA,1
46,02-11-2020,AMARILLO,1
58,24-08-2020,AMARILLO,1
46,03-12-2020,NARANJA,1
46,04-04-2022,AMARILLO,1
58,21-09-2021,AMARILLO,1
58,21-02-2021,AMARILLO,1
58,18-01-2021,NARANJA,1
58,18-01-2021,AMARILLO,1
58,17-03-2022,AMARILLO,1
58,16-08-2020,AMARILLO,1
58,16-07-2020,NARANJA,1
58,16-07-2020,AMARILLO,1
46,06-03-2021,AMARILLO,1
58,16-04-2020,NARANJA,1
58,15-03-2022,AMARILLO,1
58,26-10-2020,AMARILLO,1
58,26-10-2020,NARANJA,1
45,31-10-2021,AMARILLO,1
59,02-06-2022,AMARILLO,1
59,07-06-2022,NARANJA,1
45,25-05-2022,AMARILLO,1
59,07-06-2022,AMARILLO,1
45,25-05-2022,NARANJA,1
59,06-10-2020,NARANJA,1
59,05-06-2022,AMARILLO,1
59,03-04-2020,NARANJA,1
59,02-06-2022,NARANJA,1
45,25-10-2019,AMARILLO,1
45,25-12-2019,AMARILLO,1
45,26-07-2020,AMARILLO,1
59,02-01-2022,NARANJA,1
58,28-02-2020,AMARILLO,1
59,02-01-2022,AMARILLO,1
59,01-06-2020,NARANJA,1
59,01-06-2020,AMARILLO,1
45,26-07-2020,NARANJA,1
45,27-02-2021,AMARILLO,1
45,29-12-2021,AMARILLO,1
45,30-05-2020,NARANJA,1
58,29-09-2020,NARANJA,1
58,29-09-2020,AMARILLO,1
58,28-08-2021,AMARILLO,1
58,28-02-2020,NARANJA,1
46,06-06-2022,AMARILLO,1
46,08-03-2021,NARANJA,1
58,05-06-2022,ROJO,1
58,12-07-2021,AMARILLO,1
58,09-10-2019,AMARILLO,1
58,09-09-2020,NARANJA,1
58,09-09-2020,AMARILLO,1
46,16-02-2021,ROJO,1
46,16-08-2021,AMARILLO,1
46,16-11-2020,AMARILLO,1
46,16-11-2021,AMARILLO,1
58,09-06-2022,AMARILLO,1
46,17-05-2022,AMARILLO,1
58,09-01-2022,AMARILLO,1
46,17-05-2022,NARANJA,1
46,17-11-2021,AMARILLO,1
58,08-06-2022,NARANJA,1
58,08-06-2022,AMARILLO,1
46,21-11-2021,AMARILLO,1
46,22-11-2020,NARANJA,1
58,07-06-2022,NARANJA,1
46,22-11-2020,ROJO,1
46,22-11-2021,AMARILLO,1
58,07-06-2022,AMARILLO,1
58,07-05-2020,AMARILLO,1
46,24-10-2019,NARANJA,1
58,06-07-2020,AMARILLO,1
58,06-06-2022,NARANJA,1
58,06-06-2022,AMARILLO,1
58,10-03-2021,AMARILLO,1
58,10-07-2020,AMARILLO,1
58,10-07-2020,ROJO,1
58,11-06-2022,AMARILLO,1
46,09-01-2022,AMARILLO,1
58,12-06-2022,NARANJA,1
58,11-10-2020,NARANJA,1
58,11-07-2021,NARANJA,1
46,09-01-2022,NARANJA,1
58,11-07-2021,AMARILLO,1
58,11-07-2020,NARANJA,1
58,11-07-2020,AMARILLO,1
46,09-05-2022,AMARILLO,1
46,09-05-2022,NARANJA,1
46,10-06-2022,AMARILLO,1
58,11-02-2021,AMARILLO,1
46,16-02-2021,AMARILLO,1
46,10-06-2022,NARANJA,1
57,23-11-2019,NARANJA,1
58,10-10-2021,NARANJA,1
58,10-10-2020,AMARILLO,1
58,10-10-2019,AMARILLO,1
46,11-11-2021,NARANJA,1
46,12-05-2022,AMARILLO,1
58,10-09-2020,ROJO,1
46,12-11-2021,AMARILLO,1
46,12-11-2021,NARANJA,1
58,10-07-2021,AMARILLO,1
57,23-11-2019,ROJO,1
52,14-06-2022,AMARILLO,1
57,23-11-2019,AMARILLO,1
55,25-07-2022,AMARILLO,1
49,31-03-2022,AMARILLO,1
55,12-07-2022,AMARILLO,1
55,17-06-2022,AMARILLO,1
55,18-06-2022,AMARILLO,1
55,19-08-2022,AMARILLO,1
55,24-06-2022,AMARILLO,1
49,30-06-2022,AMARILLO,1
55,26-07-2022,AMARILLO,1
49,07-09-2021,AMARILLO,1
49,27-11-2021,NARANJA,1
55,28-09-2022,AMARILLO,1
49,27-11-2021,AMARILLO,1
55,28-09-2022,NARANJA,1
49,27-08-2020,AMARILLO,1
55,28-09-2022,ROJO,1
49,26-08-2022,NARANJA,1
55,10-07-2022,NARANJA,1
49,31-03-2022,NARANJA,1
50,01-07-2022,NARANJA,1
55,08-07-2022,AMARILLO,1
50,13-06-2022,AMARILLO,1
53,23-01-2022,AMARILLO,1
53,23-01-2022,NARANJA,1
53,23-04-2021,AMARILLO,1
53,23-04-2021,NARANJA,1
53,25-09-2021,AMARILLO,1
50,09-06-2022,NARANJA,1
50,08-07-2022,ROJO,1
53,25-10-2021,AMARILLO,1
53,26-08-2021,AMARILLO,1
53,29-04-2021,NARANJA,1
53,29-06-2021,AMARILLO,1
50,02-06-2022,AMARILLO,1
53,29-10-2021,AMARILLO,1
53,30-09-2020,AMARILLO,1
49,26-08-2022,AMARILLO,1
55,30-05-2022,NARANJA,1
55,30-05-2022,ROJO,1
56,07-10-2020,NARANJA,1
56,08-09-2020,AMARILLO,1
49,13-11-2020,AMARILLO,1
56,09-05-2022,AMARILLO,1
49,11-06-2022,AMARILLO,1
56,09-10-2021,NARANJA,1
49,11-03-2021,AMARILLO,1
56,10-01-2021,AMARILLO,1
56,10-03-2021,AMARILLO,1
49,09-09-2021,AMARILLO,1
49,09-09-2020,AMARILLO,1
56,10-05-2022,NARANJA,1
49,07-09-2021,NARANJA,1
56,10-07-2020,AMARILLO,1
56,10-07-2020,NARANJA,1
56,10-07-2020,ROJO,1
56,07-11-2020,AMARILLO,1
49,14-10-2019,AMARILLO,1
49,24-08-2020,AMARILLO,1
49,17-08-2021,AMARILLO,1
49,24-01-2020,AMARILLO,1
55,31-05-2022,ROJO,1
49,22-08-2021,NARANJA,1
49,22-08-2021,AMARILLO,1
56,01-03-2021,AMARILLO,1
56,01-07-2022,NARANJA,1
56,02-07-2020,NARANJA,1
49,21-08-2021,AMARILLO,1
56,03-04-2020,AMARILLO,1
49,19-11-2020,NARANJA,1
49,19-08-2020,AMARILLO,1
56,04-02-2021,AMARILLO,1
49,18-10-2021,NARANJA,1
49,18-10-2021,AMARILLO,1
49,17-08-2021,NARANJA,1
53,22-11-2021,AMARILLO,1
53,21-11-2021,AMARILLO,1
50,13-06-2022,NARANJA,1
52,29-09-2022,AMARILLO,1
52,30-05-2022,AMARILLO,1
51,29-06-2022,AMARILLO,1
51,26-06-2022,AMARILLO,1
52,30-06-2022,AMARILLO,1
53,01-06-2022,NARANJA,1
53,02-06-2021,AMARILLO,1
53,02-06-2021,NARANJA,1
51,23-05-2022,AMARILLO,1
51,19-06-2022,AMARILLO,1
53,02-12-2021,AMARILLO,1
51,17-06-2022,AMARILLO,1
53,03-03-2022,AMARILLO,1
53,04-03-2022,AMARILLO,1
51,14-08-2022,AMARILLO,1
53,05-02-2022,AMARILLO,1
52,05-08-2022,AMARILLO,1
52,05-08-2022,NARANJA,1
53,07-10-2020,AMARILLO,1
52,29-08-2022,AMARILLO,1
52,14-06-2022,NARANJA,1
52,12-08-2022,AMARILLO,1
52,11-07-2022,AMARILLO,1
52,11-06-2022,NARANJA,1
52,18-05-2022,AMARILLO,1
52,18-05-2022,NARANJA,1
52,20-05-2022,AMARILLO,1
52,20-06-2022,AMARILLO,1
52,24-09-2022,AMARILLO,1
52,10-06-2022,AMARILLO,1
52,07-06-2022,AMARILLO,1
52,06-06-2022,AMARILLO,1
52,28-06-2022,AMARILLO,1
52,06-05-2022,NARANJA,1
52,06-05-2022,AMARILLO,1
53,05-10-2020,NARANJA,1
53,07-10-2020,NARANJA,1
50,17-07-2022,AMARILLO,1
51,01-06-2022,AMARILLO,1
53,17-06-2021,AMARILLO,1
50,26-06-2022,NARANJA,1
53,17-06-2021,NARANJA,1
53,17-08-2021,AMARILLO,1
50,25-06-2022,NARANJA,1
53,17-10-2021,AMARILLO,1
53,17-10-2021,NARANJA,1
53,18-06-2022,AMARILLO,1
53,18-12-2021,AMARILLO,1
53,19-11-2021,AMARILLO,1
53,20-11-2021,AMARILLO,1
53,21-02-2022,AMARILLO,1
50,25-06-2022,AMARILLO,1
53,21-10-2020,NARANJA,1
50,19-06-2022,AMARILLO,1
50,28-06-2022,AMARILLO,1
51,01-06-2022,NARANJA,1
51,14-07-2022,NARANJA,1
51,09-06-2022,AMARILLO,1
51,14-07-2022,AMARILLO,1
53,07-11-2020,AMARILLO,1
53,07-11-2020,NARANJA,1
53,10-05-2022,NARANJA,1
53,11-10-2021,AMARILLO,1
51,14-05-2022,ROJO,1
53,11-10-2021,NARANJA,1
51,14-05-2022,NARANJA,1
51,14-05-2022,AMARILLO,1
53,14-03-2022,AMARILLO,1
51,13-06-2022,AMARILLO,1
51,13-05-2022,NARANJA,1
51,10-07-2022,AMARILLO,1
51,10-05-2022,AMARILLO,1
59,09-05-2022,AMARILLO,1
56,10-10-2020,AMARILLO,1
56,13-07-2020,AMARILLO,1
47,08-05-2020,NARANJA,1
47,21-10-2020,AMARILLO,1
47,23-11-2020,AMARILLO,1
57,11-07-2021,AMARILLO,1
47,23-06-2020,AMARILLO,1
57,11-07-2021,ROJO,1
57,11-10-2019,NARANJA,1
47,21-10-2020,NARANJA,1
57,11-11-2019,AMARILLO,1
57,13-10-2021,AMARILLO,1
49,07-06-2022,NARANJA,1
47,20-12-2019,AMARILLO,1
57,13-12-2020,AMARILLO,1
47,19-08-2020,AMARILLO,1
57,14-04-2020,AMARILLO,1
47,18-08-2021,AMARILLO,1
57,14-09-2020,AMARILLO,1
47,18-07-2022,AMARILLO,1
57,08-05-2020,AMARILLO,1
47,23-11-2020,NARANJA,1
47,24-07-2020,NARANJA,1
47,24-08-2020,AMARILLO,1
57,06-10-2020,AMARILLO,1
57,06-10-2020,NARANJA,1
47,26-08-2021,NARANJA,1
57,06-12-2021,AMARILLO,1
47,26-08-2021,AMARILLO,1
47,26-07-2020,NARANJA,1
47,26-07-2020,AMARILLO,1
57,07-06-2022,AMARILLO,1
47,26-06-2022,AMARILLO,1
57,07-06-2022,NARANJA,1
57,07-09-2020,AMARILLO,1
47,25-10-2019,AMARILLO,1
57,07-09-2021,AMARILLO,1
47,25-06-2022,AMARILLO,1
57,07-09-2021,NARANJA,1
57,14-10-2020,AMARILLO,1
47,17-07-2022,NARANJA,1
47,17-05-2022,NARANJA,1
47,12-09-2022,AMARILLO,1
47,11-11-2019,NARANJA,1
47,11-11-2019,AMARILLO,1
57,19-10-2021,AMARILLO,1
57,19-10-2021,NARANJA,1
47,11-10-2020,AMARILLO,1
47,11-07-2020,NARANJA,1
47,10-10-2020,AMARILLO,1
47,10-09-2020,NARANJA,1
47,10-07-2020,AMARILLO,1
47,09-10-2019,AMARILLO,1
57,20-05-2020,AMARILLO,1
47,09-09-2020,AMARILLO,1
47,09-05-2022,AMARILLO,1
57,22-06-2020,AMARILLO,1
57,22-06-2020,NARANJA,1
47,12-06-2020,NARANJA,1
57,19-02-2022,AMARILLO,1
47,17-05-2020,AMARILLO,1
47,13-06-2022,AMARILLO,1
47,16-08-2020,AMARILLO,1
57,15-04-2020,AMARILLO,1
47,15-06-2022,AMARILLO,1
57,15-05-2020,AMARILLO,1
47,14-10-2019,NARANJA,1
47,14-08-2022,AMARILLO,1
57,15-10-2020,AMARILLO,1
57,16-07-2020,AMARILLO,1
57,16-08-2020,AMARILLO,1
57,16-08-2020,NARANJA,1
57,17-12-2021,AMARILLO,1
47,13-11-2020,NARANJA,1
47,13-10-2019,AMARILLO,1
47,13-08-2021,AMARILLO,1
47,13-07-2020,AMARILLO,1
57,06-05-2022,AMARILLO,1
57,05-12-2021,AMARILLO,1
47,27-08-2021,AMARILLO,1
56,21-10-2021,AMARILLO,1
49,03-04-2022,NARANJA,1
56,21-10-2021,NARANJA,1
56,22-01-2020,AMARILLO,1
49,03-04-2022,AMARILLO,1
56,24-05-2020,AMARILLO,1
56,24-09-2021,AMARILLO,1
49,02-12-2020,AMARILLO,1
56,25-09-2021,AMARILLO,1
56,25-10-2020,AMARILLO,1
49,02-06-2022,NARANJA,1
56,26-08-2021,NARANJA,1
56,26-08-2021,ROJO,1
49,02-06-2022,AMARILLO,1
48,22-05-2022,AMARILLO,1
56,26-09-2020,AMARILLO,1
49,03-11-2020,AMARILLO,1
56,21-10-2020,AMARILLO,1
47,31-10-2020,NARANJA,1
56,20-12-2020,AMARILLO,1
56,14-04-2020,AMARILLO,1
56,14-04-2020,NARANJA,1
56,14-06-2020,AMARILLO,1
56,15-08-2021,AMARILLO,1
56,15-10-2020,AMARILLO,1
49,05-12-2020,AMARILLO,1
56,17-05-2020,AMARILLO,1
56,17-05-2020,NARANJA,1
56,17-05-2020,ROJO,1
56,17-08-2021,AMARILLO,1
49,05-04-2022,AMARILLO,1
49,04-10-2020,AMARILLO,1
56,19-08-2021,ROJO,1
56,20-03-2022,AMARILLO,1
56,20-09-2020,NARANJA,1
56,26-09-2020,NARANJA,1
56,27-05-2020,AMARILLO,1
57,04-10-2020,AMARILLO,1
47,27-12-2021,NARANJA,1
56,30-07-2020,AMARILLO,1
47,27-12-2021,AMARILLO,1
56,30-07-2020,NARANJA,1
56,30-07-2020,ROJO,1
57,02-07-2020,AMARILLO,1
57,02-10-2020,AMARILLO,1
57,02-10-2020,NARANJA,1
47,27-11-2021,AMARILLO,1
57,02-11-2020,AMARILLO,1
47,27-10-2021,NARANJA,1
47,27-10-2021,AMARILLO,1
57,03-01-2022,AMARILLO,1
57,03-11-2020,AMARILLO,1
57,03-12-2020,AMARILLO,1
47,27-08-2021,NARANJA,1
56,30-06-2022,AMARILLO,1
56,29-09-2020,NARANJA,1
47,31-10-2020,AMARILLO,1
56,29-07-2021,ROJO,1
47,31-03-2022,AMARILLO,1
47,30-06-2022,NARANJA,1
56,28-02-2021,AMARILLO,1
47,30-06-2022,AMARILLO,1
56,28-02-2021,NARANJA,1
56,28-02-2021,ROJO,1
47,30-06-2020,NARANJA,1
47,30-06-2020,AMARILLO,1
56,28-10-2021,AMARILLO,1
56,28-10-2021,NARANJA,1
47,30-03-2022,AMARILLO,1
56,29-06-2020,AMARILLO,1
56,29-06-2020,ROJO,1
56,29-07-2021,NARANJA,1
47,28-10-2021,AMARILLO,1
1,01-04-2022,AMARILLO,1
63,11-05-2021,NARANJA,1
59,09-05-2022,NARANJA,1
71,09-05-2021,NARANJA,1
71,25-06-2021,AMARILLO,1
71,25-06-2021,NARANJA,1
71,26-06-2021,AMARILLO,1
71,27-08-2021,NARANJA,1
71,27-12-2020,AMARILLO,1
71,28-03-2020,AMARILLO,1
71,28-03-2020,NARANJA,1
71,28-08-2021,NARANJA,1
71,28-08-2021,ROJO,1
72,01-05-2021,AMARILLO,1
72,03-01-2022,AMARILLO,1
72,03-05-2020,NARANJA,1
72,04-03-2021,AMARILLO,1
72,04-03-2021,NARANJA,1
72,04-11-2019,AMARILLO,1
72,04-11-2019,NARANJA,1
72,06-11-2019,AMARILLO,1
72,10-06-2021,AMARILLO,1
72,13-04-2020,AMARILLO,1
72,13-06-2020,NARANJA,1
72,16-05-2022,AMARILLO,1
72,16-05-2022,NARANJA,1
72,19-11-2019,AMARILLO,1
71,24-09-2020,AMARILLO,1
71,24-02-2021,AMARILLO,1
71,24-02-2020,ROJO,1
71,14-10-2019,NARANJA,1
71,10-07-2021,AMARILLO,1
71,11-04-2020,AMARILLO,1
71,11-04-2020,NARANJA,1
71,12-09-2020,AMARILLO,1
71,12-09-2020,NARANJA,1
71,14-04-2020,AMARILLO,1
71,14-04-2020,NARANJA,1
71,14-09-2020,AMARILLO,1
71,14-09-2020,NARANJA,1
71,14-10-2019,AMARILLO,1
71,16-02-2021,AMARILLO,1
71,24-02-2020,AMARILLO,1
71,17-02-2021,AMARILLO,1
71,17-02-2021,NARANJA,1
71,17-08-2021,AMARILLO,1
71,17-08-2021,NARANJA,1
71,19-07-2021,AMARILLO,1
71,19-07-2021,NARANJA,1
71,20-04-2020,AMARILLO,1
71,20-04-2020,NARANJA,1
71,21-04-2020,AMARILLO,1
71,23-06-2021,ROJO,1
72,21-05-2020,AMARILLO,1
72,21-11-2020,AMARILLO,1
72,22-05-2020,NARANJA,1
73,11-06-2022,AMARILLO,1
73,06-03-2021,AMARILLO,1
73,07-04-2020,AMARILLO,1
73,07-09-2021,AMARILLO,1
73,08-09-2021,AMARILLO,1
73,09-05-2021,AMARILLO,1
73,09-05-2021,ROJO,1
73,09-06-2022,AMARILLO,1
73,10-05-2022,AMARILLO,1
73,11-01-2021,AMARILLO,1
73,11-05-2022,AMARILLO,1
73,11-07-2022,AMARILLO,1
73,03-09-2021,ROJO,1
73,12-10-2021,AMARILLO,1
73,13-01-2021,AMARILLO,1
73,13-03-2020,ROJO,1
73,13-03-2021,AMARILLO,1
73,14-06-2021,AMARILLO,1
73,14-10-2019,AMARILLO,1
73,14-11-2021,AMARILLO,1
73,15-11-2021,AMARILLO,1
73,16-06-2022,AMARILLO,1
73,16-06-2022,NARANJA,1
73,05-09-2021,AMARILLO,1
73,03-09-2021,NARANJA,1
72,22-11-2020,AMARILLO,1
72,29-12-2021,AMARILLO,1
72,23-05-2022,AMARILLO,1
72,23-06-2020,AMARILLO,1
72,23-09-2021,NARANJA,1
72,23-09-2021,ROJO,1
72,23-11-2020,AMARILLO,1
72,23-11-2020,NARANJA,1
72,24-01-2020,NARANJA,1
72,25-10-2019,AMARILLO,1
72,25-10-2019,NARANJA,1
72,27-08-2021,AMARILLO,1
72,30-01-2020,NARANJA,1
73,03-04-2022,AMARILLO,1
72,30-05-2020,AMARILLO,1
72,30-09-2021,AMARILLO,1
72,31-05-2020,NARANJA,1
72,31-05-2022,AMARILLO,1
72,31-05-2022,ROJO,1
73,01-05-2021,AMARILLO,1
73,02-01-2022,AMARILLO,1
73,02-09-2021,AMARILLO,1
73,02-09-2021,NARANJA,1
73,03-01-2022,AMARILLO,1
71,09-05-2021,ROJO,1
71,09-05-2021,AMARILLO,1
69,21-03-2022,AMARILLO,1
71,08-03-2021,AMARILLO,1
70,01-01-2020,AMARILLO,1
70,01-01-2020,NARANJA,1
70,01-11-2021,AMARILLO,1
70,02-06-2022,AMARILLO,1
70,02-06-2022,NARANJA,1
70,03-03-2022,AMARILLO,1
70,04-03-2022,AMARILLO,1
70,05-04-2022,AMARILLO,1
70,05-04-2022,NARANJA,1
70,05-05-2022,AMARILLO,1
70,09-01-2022,NARANJA,1
70,10-08-2021,AMARILLO,1
70,10-10-2021,AMARILLO,1
70,10-10-2021,NARANJA,1
70,11-06-2022,AMARILLO,1
70,11-06-2022,ROJO,1
70,12-05-2022,AMARILLO,1
70,12-05-2022,NARANJA,1
70,12-11-2021,AMARILLO,1
70,13-11-2021,AMARILLO,1
70,14-03-2022,AMARILLO,1
70,15-03-2022,AMARILLO,1
70,15-08-2021,AMARILLO,1
69,30-05-2022,AMARILLO,1
69,29-07-2020,AMARILLO,1
69,29-03-2020,AMARILLO,1
69,26-02-2022,AMARILLO,1
69,21-11-2019,NARANJA,1
69,23-12-2021,AMARILLO,1
69,23-12-2021,NARANJA,1
69,24-09-2021,AMARILLO,1
69,24-09-2021,NARANJA,1
69,24-11-2019,AMARILLO,1
69,25-09-2021,AMARILLO,1
69,25-09-2021,NARANJA,1
69,25-11-2021,AMARILLO,1
69,25-11-2021,NARANJA,1
69,26-03-2022,AMARILLO,1
69,28-10-2019,AMARILLO,1
69,26-03-2022,NARANJA,1
69,26-07-2020,AMARILLO,1
69,26-07-2020,NARANJA,1
69,26-08-2021,AMARILLO,1
