estacion,fecha,umbral,conteo
69,26-08-2021,NARANJA,1
69,26-11-2021,AMARILLO,1
69,26-11-2021,NARANJA,1
69,27-02-2020,AMARILLO,1
69,27-12-2020,AMARILLO,1
69,28-07-2021,AMARILLO,1
70,15-08-2021,NARANJA,1
70,17-10-2021,AMARILLO,1
70,17-11-2021,AMARILLO,1
71,01-09-2021,AMARILLO,1
70,27-11-2020,AMARILLO,1
70,28-10-2021,AMARILLO,1
70,28-10-2021,NARANJA,1
70,29-01-2022,AMARILLO,1
70,29-01-2022,NARANJA,1
70,29-03-2022,AMARILLO,1
70,29-03-2022,NARANJA,1
70,30-05-2022,AMARILLO,1
70,30-09-2021,AMARILLO,1
71,01-03-2021,AMARILLO,1
71,01-09-2021,NARANJA,1
70,26-11-2021,AMARILLO,1
71,02-04-2020,AMARILLO,1
71,03-04-2020,AMARILLO,1
71,03-04-2020,NARANJA,1
71,03-04-2020,ROJO,1
71,03-06-2021,AMARILLO,1
71,03-06-2021,NARANJA,1
71,04-05-2021,AMARILLO,1
71,04-05-2021,NARANJA,1
71,04-05-2021,ROJO,1
71,04-09-2020,AMARILLO,1
70,26-11-2021,NARANJA,1
70,25-11-2020,NARANJA,1
70,18-01-2022,AMARILLO,1
70,21-09-2021,NARANJA,1
70,18-02-2022,AMARILLO,1
70,18-11-2021,AMARILLO,1
70,19-08-2021,AMARILLO,1
70,19-11-2019,AMARILLO,1
70,20-02-2022,AMARILLO,1
70,20-02-2022,NARANJA,1
70,20-03-2022,AMARILLO,1
70,20-03-2022,NARANJA,1
70,21-04-2020,AMARILLO,1
70,21-09-2021,AMARILLO,1
70,22-11-2021,AMARILLO,1
70,25-11-2020,AMARILLO,1
70,23-11-2021,AMARILLO,1
70,24-02-2022,AMARILLO,1
70,24-02-2022,NARANJA,1
70,24-05-2022,AMARILLO,1
70,24-09-2021,ROJO,1
70,25-05-2022,AMARILLO,1
70,25-05-2022,NARANJA,1
70,25-06-2022,AMARILLO,1
70,25-06-2022,NARANJA,1
70,25-09-2021,ROJO,1
73,16-10-2021,AMARILLO,1
73,16-11-2019,AMARILLO,1
73,18-06-2022,AMARILLO,1
73,19-07-2021,AMARILLO,1
77,16-12-2019,NARANJA,1
77,17-02-2021,AMARILLO,1
77,17-05-2022,AMARILLO,1
77,18-08-2021,NARANJA,1
77,19-08-2021,AMARILLO,1
77,19-08-2021,NARANJA,1
77,22-10-2019,AMARILLO,1
77,24-01-2020,AMARILLO,1
77,24-02-2022,AMARILLO,1
77,24-11-2019,AMARILLO,1
77,25-10-2019,AMARILLO,1
77,27-06-2022,AMARILLO,1
77,27-06-2022,NARANJA,1
77,28-06-2022,AMARILLO,1
77,28-06-2022,NARANJA,1
78,01-11-2021,AMARILLO,1
78,03-05-2020,AMARILLO,1
78,04-01-2020,AMARILLO,1
78,05-10-2021,NARANJA,1
78,09-11-2021,AMARILLO,1
78,09-11-2021,NARANJA,1
78,09-11-2021,ROJO,1
78,10-11-2021,AMARILLO,1
77,14-10-2019,AMARILLO,1
77,14-08-2020,AMARILLO,1
77,13-11-2019,NARANJA,1
76,29-06-2022,AMARILLO,1
76,18-02-2022,AMARILLO,1
76,18-02-2022,NARANJA,1
76,18-06-2022,AMARILLO,1
76,18-06-2022,NARANJA,1
76,19-05-2022,AMARILLO,1
76,19-05-2022,NARANJA,1
76,19-06-2022,AMARILLO,1
76,20-10-2021,AMARILLO,1
76,25-05-2022,AMARILLO,1
76,27-06-2022,AMARILLO,1
76,30-06-2022,AMARILLO,1
77,13-02-2021,AMARILLO,1
76,30-10-2021,AMARILLO,1
77,01-06-2022,AMARILLO,1
77,01-06-2022,NARANJA,1
77,01-06-2022,ROJO,1
77,08-02-2022,AMARILLO,1
77,08-02-2022,NARANJA,1
77,09-05-2022,AMARILLO,1
77,09-05-2022,NARANJA,1
77,11-06-2022,AMARILLO,1
77,12-02-2021,AMARILLO,1
78,10-11-2021,NARANJA,1
78,15-10-2019,AMARILLO,1
78,15-10-2019,NARANJA,1
80,27-12-2019,AMARILLO,1
80,20-09-2022,AMARILLO,1
80,20-09-2022,NARANJA,1
80,20-12-2019,AMARILLO,1
80,22-06-2022,AMARILLO,1
80,22-06-2022,NARANJA,1
80,23-02-2021,AMARILLO,1
80,23-02-2021,NARANJA,1
80,23-05-2022,NARANJA,1
80,25-07-2020,AMARILLO,1
80,25-12-2019,AMARILLO,1
80,27-12-2019,NARANJA,1
80,12-03-2020,AMARILLO,1
80,29-10-2019,NARANJA,1
81,10-05-2022,AMARILLO,1
81,10-05-2022,NARANJA,1
81,11-05-2022,AMARILLO,1
81,17-05-2022,AMARILLO,1
81,18-05-2022,AMARILLO,1
81,18-05-2022,NARANJA,1
81,27-06-2022,AMARILLO,1
85,15-09-2022,AMARILLO,1
90,06-08-2022,ROJO,1
80,18-12-2019,AMARILLO,1
80,10-09-2020,AMARILLO,1
78,17-10-2021,NARANJA,1
78,22-11-2021,NARANJA,1
78,17-12-2019,AMARILLO,1
78,18-10-2021,AMARILLO,1
78,18-10-2021,ROJO,1
78,19-09-2021,AMARILLO,1
78,20-08-2021,AMARILLO,1
78,20-08-2021,NARANJA,1
78,21-09-2021,AMARILLO,1
78,21-11-2021,AMARILLO,1
78,21-11-2021,NARANJA,1
78,22-11-2021,AMARILLO,1
78,24-01-2020,AMARILLO,1
80,10-03-2021,AMARILLO,1
78,24-01-2020,NARANJA,1
78,24-09-2021,ROJO,1
78,25-09-2021,ROJO,1
78,26-10-2019,AMARILLO,1
78,26-11-2019,AMARILLO,1
78,28-10-2021,AMARILLO,1
80,01-09-2020,AMARILLO,1
80,04-02-2021,AMARILLO,1
80,04-02-2021,NARANJA,1
80,07-05-2022,AMARILLO,1
76,17-07-2022,NARANJA,1
76,17-07-2022,AMARILLO,1
76,16-10-2021,AMARILLO,1
75,04-09-2020,AMARILLO,1
75,02-04-2020,AMARILLO,1
75,02-08-2020,AMARILLO,1
75,02-08-2020,NARANJA,1
75,02-11-2020,AMARILLO,1
75,02-11-2020,NARANJA,1
75,03-01-2022,AMARILLO,1
75,03-04-2020,AMARILLO,1
75,03-04-2022,AMARILLO,1
75,03-08-2020,AMARILLO,1
75,03-10-2021,AMARILLO,1
75,05-01-2021,AMARILLO,1
73,31-05-2021,AMARILLO,1
75,05-01-2021,NARANJA,1
75,05-03-2021,AMARILLO,1
75,05-12-2020,AMARILLO,1
75,07-02-2022,AMARILLO,1
75,08-11-2019,AMARILLO,1
75,09-01-2022,NARANJA,1
75,09-02-2022,AMARILLO,1
75,09-02-2022,NARANJA,1
75,09-12-2019,AMARILLO,1
75,09-12-2019,NARANJA,1
75,01-02-2020,AMARILLO,1
73,30-10-2021,AMARILLO,1
75,13-11-2019,AMARILLO,1
73,23-06-2021,AMARILLO,1
73,19-07-2021,NARANJA,1
73,20-02-2022,AMARILLO,1
73,20-10-2021,AMARILLO,1
73,20-10-2021,NARANJA,1
73,21-05-2021,AMARILLO,1
73,22-08-2021,AMARILLO,1
73,22-08-2021,NARANJA,1
73,23-02-2022,AMARILLO,1
73,23-03-2020,AMARILLO,1
73,23-05-2022,AMARILLO,1
73,23-09-2021,AMARILLO,1
73,30-03-2022,AMARILLO,1
73,25-02-2021,AMARILLO,1
73,25-11-2019,AMARILLO,1
73,25-12-2019,AMARILLO,1
73,26-06-2021,AMARILLO,1
73,26-11-2021,AMARILLO,1
73,27-05-2021,AMARILLO,1
73,27-06-2021,AMARILLO,1
73,28-10-2021,AMARILLO,1
73,29-04-2021,AMARILLO,1
73,29-06-2022,AMARILLO,1
75,11-06-2022,AMARILLO,1
75,13-11-2019,NARANJA,1
76,13-08-2022,NARANJA,1
76,01-11-2021,AMARILLO,1
75,25-05-2022,AMARILLO,1
75,26-02-2022,NARANJA,1
75,26-06-2022,AMARILLO,1
75,27-03-2022,AMARILLO,1
75,28-06-2022,AMARILLO,1
75,28-12-2019,AMARILLO,1
75,30-11-2020,AMARILLO,1
75,30-11-2020,NARANJA,1
75,30-12-2021,AMARILLO,1
75,31-03-2022,AMARILLO,1
76,02-08-2022,AMARILLO,1
75,24-11-2020,AMARILLO,1
76,06-06-2022,AMARILLO,1
76,06-06-2022,NARANJA,1
76,07-07-2022,AMARILLO,1
76,07-07-2022,NARANJA,1
76,07-10-2021,AMARILLO,1
76,08-10-2021,NARANJA,1
76,09-02-2022,AMARILLO,1
76,09-02-2022,NARANJA,1
76,09-10-2021,AMARILLO,1
76,13-08-2022,AMARILLO,1
75,24-11-2020,NARANJA,1
75,24-09-2020,AMARILLO,1
75,14-06-2022,AMARILLO,1
75,18-06-2022,AMARILLO,1
75,14-06-2022,NARANJA,1
75,14-11-2019,AMARILLO,1
75,15-10-2019,AMARILLO,1
75,16-03-2020,AMARILLO,1
75,16-03-2020,NARANJA,1
75,16-03-2020,ROJO,1
75,18-04-2020,AMARILLO,1
75,18-04-2020,NARANJA,1
75,18-05-2022,AMARILLO,1
75,18-06-2020,AMARILLO,1
75,18-06-2022,NARANJA,1
75,22-08-2020,AMARILLO,1
75,18-08-2021,AMARILLO,1
75,19-07-2020,AMARILLO,1
75,19-10-2019,NARANJA,1
75,21-02-2021,AMARILLO,1
75,21-02-2021,NARANJA,1
75,21-05-2022,AMARILLO,1
75,21-06-2020,AMARILLO,1
75,21-08-2021,AMARILLO,1
75,21-08-2021,NARANJA,1
75,21-12-2020,NARANJA,1
69,21-11-2019,AMARILLO,1
69,20-11-2019,NARANJA,1
59,10-02-2021,NARANJA,1
61,18-05-2022,NARANJA,1
62,04-11-2019,AMARILLO,1
62,04-11-2019,NARANJA,1
62,05-02-2022,AMARILLO,1
62,05-06-2022,AMARILLO,1
62,06-06-2022,AMARILLO,1
62,07-02-2022,AMARILLO,1
62,10-05-2022,AMARILLO,1
62,11-06-2022,AMARILLO,1
62,11-06-2022,NARANJA,1
62,14-05-2022,AMARILLO,1
62,15-06-2022,AMARILLO,1
62,18-06-2022,AMARILLO,1
62,18-06-2022,NARANJA,1
62,20-02-2022,AMARILLO,1
62,20-06-2022,AMARILLO,1
62,25-06-2022,AMARILLO,1
62,25-10-2019,NARANJA,1
62,28-02-2022,AMARILLO,1
62,28-02-2022,NARANJA,1
62,28-02-2022,ROJO,1
62,28-06-2022,NARANJA,1
63,01-11-2021,AMARILLO,1
63,01-12-2020,AMARILLO,1
62,02-06-2022,AMARILLO,1
61,31-03-2022,NARANJA,1
61,31-03-2022,AMARILLO,1
61,24-11-2020,AMARILLO,1
61,19-02-2022,NARANJA,1
61,19-09-2020,AMARILLO,1
61,19-09-2020,NARANJA,1
61,20-05-2022,AMARILLO,1
61,20-10-2019,NARANJA,1
61,21-10-2019,NARANJA,1
61,21-10-2020,AMARILLO,1
61,21-10-2020,NARANJA,1
61,23-05-2020,AMARILLO,1
61,24-11-2019,AMARILLO,1
61,25-01-2021,AMARILLO,1
61,30-06-2020,AMARILLO,1
61,25-01-2021,NARANJA,1
61,26-10-2019,AMARILLO,1
61,27-03-2022,AMARILLO,1
61,27-08-2020,AMARILLO,1
61,28-02-2022,AMARILLO,1
61,28-12-2021,AMARILLO,1
61,29-09-2020,AMARILLO,1
61,29-09-2020,ROJO,1
61,29-11-2020,AMARILLO,1
61,30-05-2022,AMARILLO,1
63,02-01-2020,AMARILLO,1
63,02-01-2020,NARANJA,1
63,02-01-2020,ROJO,1
63,14-10-2021,AMARILLO,1
63,11-04-2020,AMARILLO,1
63,11-05-2021,AMARILLO,1
63,11-10-2021,NARANJA,1
63,11-11-2019,NARANJA,1
63,12-09-2020,AMARILLO,1
63,12-09-2020,NARANJA,1
63,12-10-2019,AMARILLO,1
63,13-10-2019,AMARILLO,1
63,13-10-2019,NARANJA,1
63,14-10-2019,NARANJA,1
63,14-10-2021,NARANJA,1
63,10-06-2021,AMARILLO,1
63,16-06-2021,AMARILLO,1
63,17-10-2021,AMARILLO,1
63,19-05-2022,AMARILLO,1
63,20-06-2021,NARANJA,1
63,20-11-2019,AMARILLO,1
63,20-11-2019,NARANJA,1
63,21-04-2020,AMARILLO,1
63,21-09-2020,AMARILLO,1
63,21-10-2019,NARANJA,1
63,21-10-2021,AMARILLO,1
63,10-10-2020,AMARILLO,1
63,09-11-2020,NARANJA,1
63,02-05-2021,AMARILLO,1
63,05-05-2020,NARANJA,1
63,02-05-2021,NARANJA,1
63,02-08-2020,AMARILLO,1
63,03-06-2021,AMARILLO,1
63,04-05-2021,AMARILLO,1
63,04-05-2021,NARANJA,1
63,04-07-2021,AMARILLO,1
63,04-07-2021,NARANJA,1
63,04-10-2020,AMARILLO,1
63,05-04-2022,ROJO,1
63,05-05-2020,AMARILLO,1
63,05-05-2022,AMARILLO,1
63,09-11-2020,AMARILLO,1
63,05-10-2021,NARANJA,1
63,05-12-2020,NARANJA,1
63,05-12-2020,ROJO,1
63,06-05-2022,AMARILLO,1
63,06-11-2021,AMARILLO,1
63,07-05-2021,AMARILLO,1
63,07-09-2021,ROJO,1
63,08-01-2022,AMARILLO,1
63,08-05-2020,AMARILLO,1
63,09-05-2022,AMARILLO,1
61,19-02-2022,AMARILLO,1
61,18-05-2022,AMARILLO,1
69,20-03-2022,AMARILLO,1
61,17-12-2019,NARANJA,1
59,21-02-2021,AMARILLO,1
59,21-02-2021,NARANJA,1
59,21-06-2022,AMARILLO,1
59,21-06-2022,NARANJA,1
59,21-10-2019,AMARILLO,1
59,21-10-2019,NARANJA,1
59,21-10-2020,AMARILLO,1
59,23-04-2020,NARANJA,1
59,23-09-2020,NARANJA,1
59,23-12-2020,AMARILLO,1
59,23-12-2020,NARANJA,1
59,24-11-2019,AMARILLO,1
59,25-05-2022,AMARILLO,1
59,25-05-2022,NARANJA,1
59,25-11-2020,AMARILLO,1
59,25-11-2020,NARANJA,1
59,26-10-2019,AMARILLO,1
59,26-10-2020,AMARILLO,1
59,27-03-2022,AMARILLO,1
59,27-04-2020,AMARILLO,1
59,27-06-2022,AMARILLO,1
59,27-08-2020,AMARILLO,1
59,28-03-2022,AMARILLO,1
59,20-12-2019,AMARILLO,1
59,19-10-2019,NARANJA,1
59,19-09-2020,AMARILLO,1
59,14-09-2020,NARANJA,1
59,10-08-2021,NARANJA,1
59,11-11-2020,AMARILLO,1
59,11-11-2020,NARANJA,1
59,12-10-2021,NARANJA,1
59,13-12-2019,AMARILLO,1
59,13-12-2019,NARANJA,1
59,14-06-2020,AMARILLO,1
59,14-08-2020,AMARILLO,1
59,14-08-2020,ROJO,1
59,14-09-2020,AMARILLO,1
59,14-10-2019,NARANJA,1
59,18-02-2022,NARANJA,1
59,15-04-2020,AMARILLO,1
59,15-04-2020,NARANJA,1
59,15-06-2022,AMARILLO,1
59,15-10-2019,NARANJA,1
59,15-10-2021,NARANJA,1
59,16-05-2020,AMARILLO,1
59,16-07-2020,AMARILLO,1
59,17-11-2019,AMARILLO,1
59,17-11-2019,NARANJA,1
59,18-02-2022,AMARILLO,1
59,28-03-2022,NARANJA,1
59,28-10-2021,AMARILLO,1
59,28-11-2020,AMARILLO,1
61,13-12-2020,AMARILLO,1
61,08-02-2021,NARANJA,1
61,08-11-2020,AMARILLO,1
61,08-11-2020,NARANJA,1
61,10-07-2020,AMARILLO,1
61,10-09-2020,AMARILLO,1
61,10-09-2020,ROJO,1
61,11-07-2020,NARANJA,1
61,12-11-2020,AMARILLO,1
61,12-11-2020,NARANJA,1
61,13-10-2019,NARANJA,1
61,14-01-2021,AMARILLO,1
61,07-10-2019,AMARILLO,1
61,14-01-2021,NARANJA,1
61,14-05-2020,AMARILLO,1
61,14-05-2020,NARANJA,1
61,14-11-2019,AMARILLO,1
61,15-11-2020,AMARILLO,1
61,15-11-2020,NARANJA,1
61,16-03-2022,AMARILLO,1
61,16-08-2020,AMARILLO,1
61,17-03-2022,AMARILLO,1
61,17-12-2019,AMARILLO,1
61,08-02-2021,AMARILLO,1
61,07-05-2022,ROJO,1
59,28-11-2020,NARANJA,1
60,22-05-2022,NARANJA,1
59,28-12-2020,NARANJA,1
59,29-12-2020,AMARILLO,1
59,30-09-2020,AMARILLO,1
59,30-09-2020,NARANJA,1
59,30-11-2021,AMARILLO,1
59,30-12-2020,AMARILLO,1
60,02-06-2022,AMARILLO,1
60,15-06-2022,AMARILLO,1
60,15-06-2022,NARANJA,1
60,22-05-2022,AMARILLO,1
60,24-05-2022,AMARILLO,1
61,07-01-2022,AMARILLO,1
60,24-09-2022,AMARILLO,1
60,27-08-2022,AMARILLO,1
60,29-09-2022,AMARILLO,1
60,30-06-2022,AMARILLO,1
60,30-09-2022,NARANJA,1
61,01-01-2020,AMARILLO,1
61,01-04-2022,NARANJA,1
61,02-01-2022,AMARILLO,1
61,05-06-2020,AMARILLO,1
61,05-12-2020,AMARILLO,1
63,22-10-2021,AMARILLO,1
63,23-02-2021,AMARILLO,1
63,23-06-2021,NARANJA,1
63,23-10-2021,AMARILLO,1
67,26-12-2021,AMARILLO,1
67,27-06-2022,AMARILLO,1
67,28-03-2022,AMARILLO,1
67,28-10-2021,AMARILLO,1
67,28-10-2021,NARANJA,1
67,29-03-2022,AMARILLO,1
67,30-09-2021,AMARILLO,1
67,31-12-2021,AMARILLO,1
68,01-06-2022,AMARILLO,1
68,01-06-2022,NARANJA,1
68,02-06-2020,AMARILLO,1
68,04-06-2020,AMARILLO,1
68,04-06-2020,NARANJA,1
68,04-09-2020,AMARILLO,1
68,06-10-2021,AMARILLO,1
68,06-10-2021,NARANJA,1
68,08-10-2021,AMARILLO,1
68,08-10-2021,NARANJA,1
68,11-10-2020,AMARILLO,1
68,13-07-2020,AMARILLO,1
68,13-07-2020,NARANJA,1
68,13-11-2020,NARANJA,1
68,16-08-2020,NARANJA,1
67,24-06-2022,NARANJA,1
67,24-06-2022,AMARILLO,1
67,24-05-2022,NARANJA,1
67,14-11-2021,NARANJA,1
67,08-03-2021,AMARILLO,1
67,10-07-2022,AMARILLO,1
67,11-01-2022,AMARILLO,1
67,11-01-2022,NARANJA,1
67,11-11-2021,AMARILLO,1
67,12-11-2021,AMARILLO,1
67,14-06-2022,AMARILLO,1
67,14-07-2022,AMARILLO,1
67,14-07-2022,NARANJA,1
67,14-11-2021,AMARILLO,1
67,15-08-2021,AMARILLO,1
67,23-11-2021,AMARILLO,1
67,15-08-2021,NARANJA,1
67,15-11-2021,AMARILLO,1
67,15-11-2021,NARANJA,1
67,17-11-2019,AMARILLO,1
67,18-11-2019,AMARILLO,1
67,18-11-2019,NARANJA,1
67,19-05-2022,AMARILLO,1
67,19-05-2022,NARANJA,1
67,22-11-2021,AMARILLO,1
67,23-02-2022,AMARILLO,1
68,27-11-2021,NARANJA,1
68,28-10-2021,AMARILLO,1
68,28-10-2021,NARANJA,1
69,15-10-2019,AMARILLO,1
69,12-03-2020,AMARILLO,1
69,13-02-2021,AMARILLO,1
69,13-03-2020,AMARILLO,1
69,13-07-2021,NARANJA,1
69,14-01-2022,AMARILLO,1
69,14-06-2022,AMARILLO,1
69,14-06-2022,NARANJA,1
69,14-11-2019,AMARILLO,1
69,14-11-2019,NARANJA,1
69,14-11-2019,ROJO,1
69,15-12-2019,NARANJA,1
69,10-12-2019,AMARILLO,1
69,16-07-2020,AMARILLO,1
69,17-05-2022,NARANJA,1
69,17-08-2020,AMARILLO,1
69,17-10-2021,AMARILLO,1
69,18-04-2020,NARANJA,1
69,18-06-2020,AMARILLO,1
69,19-11-2019,AMARILLO,1
69,19-11-2019,NARANJA,1
69,20-02-2021,ROJO,1
69,20-02-2022,AMARILLO,1
69,11-06-2022,NARANJA,1
69,10-10-2021,NARANJA,1
68,30-01-2020,AMARILLO,1
69,04-11-2021,NARANJA,1
68,30-01-2020,NARANJA,1
69,01-04-2020,AMARILLO,1
69,01-07-2022,AMARILLO,1
69,03-03-2021,AMARILLO,1
69,03-04-2022,AMARILLO,1
69,03-11-2021,NARANJA,1
69,04-03-2021,AMARILLO,1
69,04-03-2022,AMARILLO,1
69,04-06-2020,AMARILLO,1
69,04-09-2020,NARANJA,1
69,05-03-2022,AMARILLO,1
69,10-09-2020,NARANJA,1
69,05-04-2022,AMARILLO,1
69,05-04-2022,NARANJA,1
69,05-12-2021,AMARILLO,1
69,07-01-2022,AMARILLO,1
69,07-01-2022,NARANJA,1
69,09-01-2021,AMARILLO,1
69,09-01-2021,NARANJA,1
69,09-05-2022,AMARILLO,1
69,09-05-2022,NARANJA,1
69,09-10-2019,AMARILLO,1
67,04-03-2022,AMARILLO,1
67,03-03-2022,AMARILLO,1
67,03-01-2022,AMARILLO,1
65,01-11-2021,AMARILLO,1
63,29-10-2019,AMARILLO,1
63,29-12-2021,AMARILLO,1
63,29-12-2021,NARANJA,1
63,30-10-2021,AMARILLO,1
63,30-10-2021,NARANJA,1
63,31-03-2022,ROJO,1
64,10-03-2021,NARANJA,1
64,25-02-2021,AMARILLO,1
64,27-07-2021,AMARILLO,1
65,01-10-2021,AMARILLO,1
65,02-08-2022,AMARILLO,1
63,29-06-2022,AMARILLO,1
65,02-08-2022,ROJO,1
65,03-04-2020,AMARILLO,1
65,06-04-2020,AMARILLO,1
65,08-10-2021,AMARILLO,1
65,08-10-2021,NARANJA,1
65,11-03-2021,AMARILLO,1
65,12-09-2021,AMARILLO,1
65,19-09-2022,AMARILLO,1
65,27-07-2021,AMARILLO,1
65,27-07-2022,AMARILLO,1
63,29-06-2022,NARANJA,1
63,29-05-2021,AMARILLO,1
65,30-09-2021,AMARILLO,1
63,25-10-2019,ROJO,1
63,23-11-2020,AMARILLO,1
63,23-11-2021,AMARILLO,1
63,23-11-2021,NARANJA,1
63,24-10-2020,AMARILLO,1
63,24-11-2021,AMARILLO,1
63,24-11-2021,NARANJA,1
63,25-07-2020,AMARILLO,1
63,25-07-2021,AMARILLO,1
63,25-07-2021,NARANJA,1
63,25-10-2019,AMARILLO,1
63,26-07-2021,AMARILLO,1
63,28-10-2021,NARANJA,1
63,26-10-2020,AMARILLO,1
63,27-05-2021,AMARILLO,1
63,27-05-2021,NARANJA,1
63,27-07-2020,AMARILLO,1
63,27-07-2020,NARANJA,1
63,27-08-2021,AMARILLO,1
63,27-08-2021,NARANJA,1
63,27-10-2020,AMARILLO,1
63,28-10-2020,AMARILLO,1
63,28-10-2021,AMARILLO,1
65,30-03-2022,AMARILLO,1
65,30-10-2021,AMARILLO,1
67,01-03-2021,NARANJA,1
66,26-08-2020,AMARILLO,1
66,18-05-2020,AMARILLO,1
66,21-04-2020,AMARILLO,1
66,21-04-2020,NARANJA,1
66,21-05-2020,AMARILLO,1
66,21-08-2020,NARANJA,1
66,21-12-2019,AMARILLO,1
66,23-09-2021,AMARILLO,1
66,26-06-2020,AMARILLO,1
66,26-06-2020,NARANJA,1
66,26-07-2020,AMARILLO,1
66,26-08-2020,NARANJA,1
66,16-10-2019,NARANJA,1
66,28-02-2021,AMARILLO,1
66,28-08-2022,AMARILLO,1
66,29-08-2021,AMARILLO,1
66,29-09-2022,AMARILLO,1
66,29-09-2022,NARANJA,1
66,30-05-2020,AMARILLO,1
66,31-08-2021,AMARILLO,1
66,31-08-2021,NARANJA,1
66,31-12-2019,AMARILLO,1
67,01-03-2021,AMARILLO,1
66,16-11-2019,AMARILLO,1
66,16-08-2020,NARANJA,1
66,01-03-2021,AMARILLO,1
66,07-11-2019,AMARILLO,1
66,02-06-2020,AMARILLO,1
66,03-06-2020,NARANJA,1
66,03-11-2019,AMARILLO,1
66,03-11-2019,NARANJA,1
66,05-06-2022,AMARILLO,1
66,05-06-2022,NARANJA,1
66,05-10-2021,AMARILLO,1
66,06-04-2020,AMARILLO,1
66,07-05-2022,AMARILLO,1
66,07-07-2022,AMARILLO,1
66,09-02-2022,AMARILLO,1
66,16-08-2020,AMARILLO,1
66,10-05-2022,AMARILLO,1
66,10-06-2022,AMARILLO,1
66,11-06-2022,AMARILLO,1
66,11-09-2021,NARANJA,1
66,11-10-2021,AMARILLO,1
66,12-06-2020,AMARILLO,1
66,12-08-2021,NARANJA,1
66,13-06-2020,AMARILLO,1
66,14-10-2019,AMARILLO,1
66,16-03-2022,AMARILLO,1
45,24-12-2019,AMARILLO,1
38,08-05-2022,NARANJA,1
45,23-03-2022,NARANJA,1
17,26-08-2020,AMARILLO,1
18,10-03-2021,ROJO,1
18,10-07-2020,AMARILLO,1
18,10-07-2020,NARANJA,1
18,10-07-2020,ROJO,1
18,10-11-2021,AMARILLO,1
18,11-06-2022,AMARILLO,1
18,11-10-2020,AMARILLO,1
18,11-10-2020,NARANJA,1
18,11-11-2021,AMARILLO,1
18,13-07-2022,AMARILLO,1
18,13-11-2020,AMARILLO,1
18,14-11-2019,AMARILLO,1
18,14-12-2019,AMARILLO,1
18,14-12-2019,NARANJA,1
18,15-10-2019,AMARILLO,1
18,15-10-2019,NARANJA,1
18,15-10-2020,AMARILLO,1
18,15-10-2020,NARANJA,1
18,16-03-2020,AMARILLO,1
18,16-03-2020,NARANJA,1
18,16-07-2020,AMARILLO,1
18,16-08-2020,AMARILLO,1
18,16-08-2022,NARANJA,1
18,10-03-2021,NARANJA,1
18,10-03-2021,AMARILLO,1
18,09-10-2019,NARANJA,1
18,01-10-2021,AMARILLO,1
17,27-12-2020,NARANJA,1
17,27-12-2020,ROJO,1
17,28-02-2020,AMARILLO,1
17,28-02-2022,AMARILLO,1
17,28-06-2020,AMARILLO,1
17,28-07-2022,AMARILLO,1
17,29-07-2020,NARANJA,1
17,29-09-2020,AMARILLO,1
17,30-05-2022,NARANJA,1
17,31-05-2022,NARANJA,1
18,01-11-2019,NARANJA,1
18,08-05-2020,AMARILLO,1
18,01-12-2019,AMARILLO,1
18,02-10-2021,AMARILLO,1
18,03-01-2022,AMARILLO,1
18,04-06-2022,AMARILLO,1
18,05-05-2022,AMARILLO,1
18,05-10-2021,AMARILLO,1
18,06-05-2022,AMARILLO,1
18,06-05-2022,NARANJA,1
18,07-11-2020,AMARILLO,1
18,07-11-2020,NARANJA,1
18,16-11-2019,AMARILLO,1
18,16-11-2019,NARANJA,1
18,17-05-2020,AMARILLO,1
18,27-12-2021,AMARILLO,1
18,24-08-2020,AMARILLO,1
18,24-08-2020,ROJO,1
18,24-09-2021,AMARILLO,1
18,24-09-2021,NARANJA,1
18,25-07-2022,NARANJA,1
18,25-09-2021,AMARILLO,1
18,25-09-2021,NARANJA,1
18,27-02-2020,AMARILLO,1
18,27-07-2020,AMARILLO,1
18,27-12-2019,AMARILLO,1
18,28-02-2020,NARANJA,1
18,24-01-2020,AMARILLO,1
18,28-07-2021,AMARILLO,1
18,28-10-2021,AMARILLO,1
18,29-06-2022,AMARILLO,1
18,29-10-2019,AMARILLO,1
18,29-10-2019,NARANJA,1
18,30-06-2020,AMARILLO,1
18,30-10-2021,AMARILLO,1
18,30-10-2021,NARANJA,1
19,02-06-2022,AMARILLO,1
19,02-11-2021,AMARILLO,1
18,24-01-2020,NARANJA,1
18,23-12-2020,AMARILLO,1
18,17-05-2022,NARANJA,1
18,20-08-2021,NARANJA,1
18,17-08-2020,AMARILLO,1
18,18-05-2022,AMARILLO,1
18,18-08-2020,AMARILLO,1
18,18-08-2021,AMARILLO,1
18,18-09-2020,AMARILLO,1
18,19-08-2020,AMARILLO,1
18,19-08-2021,NARANJA,1
18,19-11-2020,AMARILLO,1
18,19-11-2020,NARANJA,1
18,20-08-2021,AMARILLO,1
18,21-05-2020,AMARILLO,1
18,23-07-2020,AMARILLO,1
18,21-09-2020,AMARILLO,1
18,21-10-2019,AMARILLO,1
18,21-10-2021,AMARILLO,1
18,22-02-2021,AMARILLO,1
18,22-02-2021,NARANJA,1
18,22-09-2020,AMARILLO,1
18,22-09-2020,ROJO,1
18,22-09-2022,NARANJA,1
18,22-10-2019,AMARILLO,1
18,22-11-2019,AMARILLO,1
17,26-10-2020,AMARILLO,1
17,25-07-2022,NARANJA,1
